overall_qual,neighborhood,log_gr_liv_area,kitchen_qual,garage_cars,garage,bsmt_qual,log_1st_flr_sf,full_bath,fireplace_qu,remod_age_at_sale,age_at_sale
7,2,7.273786317844895,4,2.0,12.0,4.0,7.273786317844895,2,3.0,16,17
5,1,7.478734825567875,3,2.0,12.0,4.0,6.784457062637643,1,0.0,38,38
10,3,7.820840879907344,5,3.0,12.0,5.0,7.820840879907344,2,5.0,4,5
9,3,7.755338812846501,5,3.0,12.0,5.0,7.394493107219038,2,4.0,0,1
5,2,7.336285660021297,3,2.0,6.0,0.0,7.336285660021297,2,0.0,30,30
5,2,6.795705775173514,3,1.0,6.0,3.0,6.795705775173514,1,0.0,34,34
5,1,7.385230923066573,3,1.0,3.0,3.0,6.937314081223682,1,0.0,13,60
6,1,7.305188215393037,3,2.0,12.0,3.0,7.305188215393037,1,4.0,42,42
7,2,7.334981878871814,4,2.0,6.0,4.0,7.334981878871814,2,3.0,31,31
6,1,7.226936018493289,3,1.0,3.0,3.0,6.659293919683638,2,4.0,56,69
5,1,6.958448393297656,3,1.0,12.0,3.0,6.958448393297656,1,1.0,42,42
6,1,6.704414354964107,3,1.0,3.0,3.0,6.704414354964107,1,0.0,1,78
7,2,7.138866999945524,3,2.0,6.0,4.0,7.138866999945524,2,0.0,25,25
7,2,7.343426229147367,4,3.0,12.0,4.0,7.343426229147367,2,0.0,1,2
7,2,7.526717561352706,3,2.0,12.0,3.0,6.851184927493743,2,3.0,28,28
5,2,7.236339342754344,3,2.0,12.0,4.0,7.236339342754344,1,3.0,31,32
7,2,7.313220387090301,4,2.0,12.0,4.0,7.313220387090301,2,0.0,5,5
6,2,7.845807502637805,3,2.0,6.0,5.0,7.260522598089852,2,4.0,14,86
6,1,6.948897222313312,3,2.0,12.0,3.0,6.948897222313312,2,0.0,42,42
6,1,7.086737934510577,3,1.0,12.0,4.0,7.086737934510577,1,4.0,52,52
8,3,7.710653323501202,4,2.0,12.0,4.0,7.102499355774649,2,3.0,15,16
6,1,7.201916317531627,3,1.0,3.0,3.0,6.773080375655535,2,4.0,58,69
4,1,6.761572768804055,3,2.0,3.0,3.0,6.761572768804055,1,0.0,52,52
5,1,6.9782137426306985,3,2.0,12.0,3.0,6.9782137426306985,1,0.0,42,42
5,2,7.026426808699636,3,2.0,12.0,3.0,7.026426808699636,2,4.0,29,29
6,2,7.313220387090301,4,2.0,12.0,4.0,6.620073206530356,2,0.0,0,1
7,2,7.473637108496206,4,2.0,12.0,4.0,6.773080375655535,3,0.0,0,0
5,1,6.9930151229329605,3,1.0,6.0,4.0,6.9930151229329605,1,4.0,55,55
7,2,7.2254814727822945,4,2.0,12.0,4.0,6.612041034833092,2,4.0,6,6
3,1,7.101675971619444,3,3.0,3.0,3.0,6.542471960506805,1,0.0,56,91
8,2,7.491087593534876,4,2.0,12.0,4.0,6.79794041297493,2,0.0,0,0
5,2,6.915723448631314,4,2.0,12.0,4.0,6.915723448631314,1,2.0,30,30
7,1,8.158516244806831,4,3.0,6.0,3.0,7.423568444259167,3,5.0,6,128
5,2,6.876264611890766,3,2.0,6.0,3.0,6.876264611890766,1,0.0,32,32
7,2,7.753194269884341,4,2.0,6.0,4.0,7.334329350300536,2,5.0,18,18
8,3,7.8961806086154915,4,3.0,12.0,4.0,7.290292882446597,2,3.0,9,9
7,1,7.805474625270857,3,2.0,6.0,3.0,7.179307969504034,2,4.0,20,128
8,3,7.510977752014095,4,3.0,12.0,4.0,7.168579897264035,2,0.0,0,1
7,2,7.294377299288821,3,2.0,6.0,4.0,7.294377299288821,2,3.0,29,29
5,1,7.378383712996714,3,0.0,0.0,3.0,6.841615476477592,2,0.0,4,82
4,1,7.049254841255837,3,0.0,0.0,0.0,7.049254841255837,2,0.0,53,53
6,2,7.283448228756631,4,2.0,12.0,4.0,6.590301048196686,2,4.0,0,1
5,1,6.815639990074331,3,0.0,0.0,3.0,6.815639990074331,1,0.0,42,42
8,2,7.370860166536716,4,3.0,12.0,4.0,7.370860166536716,2,3.0,4,4
6,1,7.032624261028007,3,2.0,3.0,3.0,6.639875833826536,1,0.0,59,59
6,3,7.894690850425624,4,2.0,12.0,4.0,7.218176838403408,2,4.0,17,18
6,2,6.742880635791903,4,2.0,12.0,4.0,6.742880635791903,1,0.0,7,7
6,2,7.581209826196346,4,2.0,12.0,5.0,6.689599269178967,2,3.0,7,8
5,1,7.218176838403408,3,1.0,12.0,2.0,7.218176838403408,1,4.0,49,49
6,2,7.479864131165026,3,2.0,12.0,4.0,6.833031732786201,2,3.0,11,11
6,2,7.868636894184167,3,2.0,12.0,3.0,7.344719054149673,2,3.0,11,34
7,1,7.432483807917119,4,2.0,3.0,3.0,6.835184586147301,2,0.0,1,99
5,1,7.351158226430694,3,2.0,3.0,3.0,6.766191714660351,1,4.0,59,70
6,1,7.226936018493289,4,2.0,3.0,3.0,6.62273632394984,1,0.0,57,87
5,1,7.367708572374371,3,2.0,3.0,3.0,7.367708572374371,2,0.0,39,39
6,2,7.532623618788788,3,2.0,12.0,4.0,7.038783541388542,3,3.0,4,23
6,1,7.221105098182496,3,1.0,3.0,3.0,6.52795791762255,1,0.0,13,96
5,2,7.448333860897476,3,1.0,6.0,4.0,7.025538314638521,1,4.0,56,66
7,2,7.061334366910438,4,2.0,12.0,4.0,7.061334366910438,2,0.0,3,3
6,1,7.188412736496954,3,1.0,3.0,3.0,6.495265555937008,1,0.0,17,90
7,2,7.2254814727822945,4,2.0,12.0,4.0,6.612041034833092,2,0.0,5,5
7,2,7.313886831633462,3,2.0,3.0,4.0,6.6293632534374485,2,0.0,9,9
5,1,6.689599269178967,4,1.0,6.0,3.0,6.689599269178967,1,4.0,18,70
6,1,6.977281341630747,4,2.0,6.0,4.0,6.977281341630747,1,0.0,2,2
7,2,7.352441100243583,4,2.0,12.0,5.0,7.352441100243583,2,0.0,7,7
5,1,7.696212639346407,3,0.0,0.0,3.0,7.148345743900068,2,0.0,5,108
6,2,7.359467638255621,3,2.0,12.0,4.0,6.683360945766275,2,3.0,15,16
3,1,7.4377951216719325,3,2.0,2.0,2.0,6.921658184151129,2,0.0,39,109
6,1,6.887552571664617,3,0.0,0.0,4.0,6.887552571664617,2,0.0,31,31
5,1,7.101675971619444,3,2.0,2.0,3.0,7.101675971619444,1,0.0,42,42
4,1,7.16703787691222,3,2.0,3.0,0.0,7.16703787691222,2,0.0,39,39
5,2,6.542471960506805,4,1.0,4.0,3.0,6.542471960506805,1,4.0,5,94
8,3,7.840312983320164,5,3.0,12.0,5.0,7.059617628291383,3,4.0,2,2
6,2,7.409136443920128,3,2.0,12.0,4.0,7.409136443920128,2,3.0,22,22
9,3,8.0519780789023,5,3.0,12.0,5.0,7.583756300707112,3,4.0,0,1
6,2,7.283448228756631,3,2.0,12.0,4.0,6.590301048196686,2,0.0,0,0
5,2,7.390798521735676,3,2.0,12.0,4.0,7.390798521735676,2,2.0,34,34
4,1,6.810142450115136,3,1.0,3.0,3.0,6.810142450115136,1,0.0,51,51
5,1,7.454719949364001,3,2.0,3.0,3.0,7.454719949364001,2,0.0,43,43
10,1,8.190908881182514,5,3.0,5.0,3.0,7.325148957955575,2,3.0,13,114
6,1,6.939253946041508,3,1.0,3.0,3.0,6.939253946041508,1,0.0,56,82
5,1,6.93828448401696,4,1.0,6.0,3.0,6.93828448401696,1,0.0,4,57
5,2,7.191429330036379,3,1.0,12.0,3.0,7.191429330036379,1,4.0,48,48
10,2,7.780303087908373,5,2.0,12.0,4.0,7.292337176173877,2,3.0,9,10
8,2,7.337587743538596,4,3.0,12.0,5.0,7.337587743538596,2,0.0,1,2
7,2,7.402451520818244,4,2.0,12.0,4.0,6.682108597449809,2,0.0,5,5
7,2,7.932721027481948,3,4.0,12.0,5.0,7.0630481633881725,4,3.0,9,9
6,1,6.854354502255021,3,1.0,3.0,3.0,6.180016653652572,1,0.0,34,34
5,1,7.283448228756631,3,1.0,3.0,2.0,6.90975328164481,1,3.0,56,58
6,1,7.326465613840322,3,1.0,6.0,3.0,7.326465613840322,1,4.0,38,55
5,1,6.761572768804055,3,1.0,3.0,3.0,6.761572768804055,1,0.0,50,50
5,1,7.762170607138205,3,2.0,3.0,3.0,7.227662498728654,2,0.0,48,88
8,3,7.871692664323645,4,2.0,12.0,5.0,7.313220387090301,2,3.0,15,16
5,1,6.943122422819428,3,1.0,12.0,3.0,6.943122422819428,1,0.0,55,55
7,2,7.528869256642251,4,2.0,12.0,4.0,6.824373670043086,2,0.0,4,4
4,1,7.232010331664759,3,2.0,4.0,0.0,7.232010331664759,1,0.0,55,55
6,2,7.305188215393037,3,2.0,12.0,3.0,7.305188215393037,2,3.0,58,58
7,2,6.966967138613983,4,2.0,6.0,4.0,6.966967138613983,1,0.0,18,19
6,2,7.400009517162692,3,2.0,12.0,4.0,6.858565034791365,2,3.0,10,11
7,3,7.3938782901077555,4,2.0,12.0,4.0,6.638567789166521,2,0.0,4,5
5,2,7.397561535524052,3,2.0,12.0,3.0,6.664409020350408,1,3.0,40,40
6,1,6.9957661563048505,3,1.0,3.0,3.0,6.263398262591624,1,0.0,39,39
7,1,6.911747300251674,4,1.0,2.0,3.0,6.218600119691729,1,1.0,56,76
8,3,7.198183577101943,4,2.0,12.0,4.0,7.198183577101943,2,3.0,15,15
4,1,7.216709486709457,3,3.0,12.0,3.0,7.216709486709457,1,4.0,52,52
6,1,7.323830566202317,3,2.0,12.0,3.0,7.323830566202317,1,0.0,45,45
9,2,7.401231264413015,5,2.0,12.0,4.0,7.401231264413015,2,3.0,8,8
5,1,6.51025834052315,3,1.0,3.0,3.0,6.51025834052315,1,0.0,11,68
5,1,6.866933284461882,3,2.0,6.0,3.0,6.866933284461882,1,0.0,27,81
8,2,7.367708572374371,5,2.0,12.0,4.0,7.367708572374371,2,4.0,0,0
8,2,7.569927655242652,4,3.0,12.0,4.0,6.9985096422506015,2,4.0,0,0
5,1,6.915723448631314,3,1.0,12.0,3.0,6.915723448631314,1,0.0,3,54
7,2,7.280697195384741,4,2.0,3.0,4.0,6.569481420414296,2,0.0,10,10
5,2,6.895682697747868,3,2.0,12.0,3.0,6.895682697747868,1,0.0,54,54
6,1,6.977281341630747,3,2.0,6.0,4.0,6.977281341630747,1,0.0,3,4
4,1,6.895682697747868,3,1.0,6.0,4.0,6.26530121273771,1,0.0,36,36
4,1,6.4457198193855785,3,0.0,0.0,4.0,6.4457198193855785,1,0.0,37,37
6,1,7.085064293952548,3,1.0,12.0,3.0,7.085064293952548,1,0.0,51,51
7,2,7.204892510204673,4,3.0,12.0,4.0,7.204892510204673,2,3.0,2,2
5,1,7.756623334538858,3,2.0,3.0,3.0,7.259819610363186,2,0.0,57,107
7,2,7.642044402873258,4,2.0,12.0,4.0,6.862757913051401,2,0.0,6,6
8,2,7.134093721192866,4,3.0,12.0,4.0,7.134093721192866,2,0.0,1,1
6,1,7.1693500166706,4,2.0,6.0,3.0,7.1693500166706,1,3.0,12,53
4,2,6.734591659972948,3,1.0,3.0,3.0,6.734591659972948,1,0.0,59,59
5,2,6.828712071641684,3,1.0,3.0,4.0,6.828712071641684,1,0.0,33,33
5,1,7.198183577101943,4,1.0,12.0,3.0,7.198183577101943,1,4.0,2,58
7,2,7.582738488914411,3,2.0,12.0,3.0,7.001245622069476,2,4.0,32,32
7,2,7.315883504509785,4,2.0,12.0,4.0,7.315883504509785,2,4.0,3,4
6,1,7.273092595999522,3,2.0,6.0,3.0,6.75110146893676,2,3.0,31,31
5,1,7.135687347028144,3,1.0,12.0,3.0,7.135687347028144,1,0.0,43,43
6,2,7.426549072397305,4,2.0,12.0,4.0,7.426549072397305,2,4.0,2,21
6,1,6.894670039433482,3,1.0,3.0,3.0,6.180016653652572,1,0.0,35,35
8,1,7.0825485693553,4,2.0,6.0,4.0,7.0825485693553,2,3.0,21,21
7,2,7.346010209913293,4,2.0,12.0,4.0,7.013915474810528,2,0.0,2,3
8,3,7.515344571180436,4,3.0,12.0,5.0,7.515344571180436,2,4.0,4,5
8,2,7.488852955733459,5,2.0,12.0,4.0,7.488852955733459,2,3.0,8,8
8,2,7.266827347520591,4,2.0,12.0,5.0,7.266827347520591,2,4.0,3,3
7,1,6.906754778648554,5,2.0,12.0,3.0,6.906754778648554,1,0.0,1,47
5,1,6.866933284461882,3,2.0,3.0,3.0,6.866933284461882,1,0.0,48,48
4,1,6.761572768804055,3,0.0,0.0,3.0,6.761572768804055,1,1.0,39,39
8,2,7.595387278853972,4,2.0,12.0,4.0,6.994849985833071,2,4.0,4,4
5,2,6.795705775173514,3,2.0,6.0,3.0,6.795705775173514,1,0.0,34,34
9,3,7.430114138561801,5,3.0,12.0,5.0,7.430114138561801,2,4.0,0,0
6,2,7.232733136177615,3,2.0,12.0,4.0,6.625392368007956,2,3.0,10,10
5,1,7.321849713788356,3,1.0,2.0,3.0,6.844815479208263,1,0.0,3,87
6,1,7.83241092718792,3,2.0,12.0,4.0,7.1631723908466425,2,4.0,33,33
7,2,7.757906208351747,4,1.0,12.0,3.0,7.080026499922591,2,4.0,4,69
7,2,7.752335163302292,4,2.0,12.0,4.0,7.029087564149662,2,4.0,5,5
5,2,7.532088143541722,3,1.0,12.0,3.0,7.532088143541722,1,4.0,16,54
7,2,7.336936913707618,4,2.0,12.0,4.0,7.336936913707618,2,0.0,5,6
7,2,7.632401126601453,4,2.0,12.0,4.0,7.632401126601453,2,2.0,30,30
6,2,7.109879463072272,3,2.0,12.0,5.0,7.109879463072272,2,0.0,10,10
4,1,6.761572768804055,3,2.0,3.0,3.0,6.761572768804055,1,0.0,39,39
5,1,6.939253946041508,3,1.0,3.0,0.0,6.939253946041508,1,3.0,56,71
7,2,7.575071699507561,4,2.0,12.0,4.0,6.967909201801884,2,3.0,16,17
6,1,6.919683849847411,3,0.0,0.0,4.0,6.919683849847411,2,0.0,31,31
7,2,7.446585099157725,3,2.0,6.0,4.0,6.887552571664617,2,3.0,22,22
6,2,7.313886831633462,3,2.0,3.0,4.0,6.6293632534374485,2,3.0,8,8
6,1,7.237059026124737,5,2.0,6.0,4.0,7.237059026124737,1,4.0,49,49
7,2,7.4821189235521155,4,2.0,12.0,4.0,6.841615476477592,2,3.0,4,4
7,2,7.592366128519796,4,2.0,12.0,4.0,6.912742820493176,2,3.0,10,10
6,1,7.283448228756631,3,2.0,12.0,4.0,6.75110146893676,2,3.0,31,31
5,1,7.640123172695364,2,2.0,6.0,4.0,6.946975992135418,1,3.0,38,38
6,1,7.5652752818989315,3,1.0,6.0,3.0,7.044032897274685,2,0.0,59,82
8,2,7.111512116496157,4,2.0,12.0,4.0,7.111512116496157,1,3.0,28,28
6,1,8.20849175174038,4,2.0,3.0,3.0,7.515344571180436,3,4.0,16,71
7,2,7.039660349862076,4,2.0,6.0,4.0,7.039660349862076,1,0.0,3,3
9,2,7.403061091090091,5,3.0,12.0,5.0,7.403061091090091,2,0.0,1,1
8,2,7.291656209174461,4,3.0,12.0,4.0,7.291656209174461,2,4.0,1,1
3,1,6.461468176353717,3,1.0,3.0,0.0,6.461468176353717,1,0.0,3,65
7,2,7.132497551660044,4,2.0,3.0,4.0,6.436150368369428,2,0.0,8,9
5,1,7.04141166379481,3,1.0,3.0,3.0,7.04141166379481,1,1.0,25,80
7,2,7.04141166379481,4,2.0,12.0,4.0,7.04141166379481,1,4.0,2,2
5,1,7.040536390215956,3,2.0,12.0,4.0,7.040536390215956,1,1.0,31,31
4,1,7.412160334945205,3,2.0,3.0,3.0,6.9985096422506015,2,0.0,23,68
6,2,7.426549072397305,4,2.0,12.0,4.0,6.786716950605081,2,0.0,14,15
8,3,7.215239978730097,4,2.0,12.0,4.0,7.215239978730097,1,5.0,25,25
5,2,7.321849713788356,3,2.0,6.0,0.0,7.321849713788356,2,0.0,30,30
7,2,7.500529485395295,4,2.0,12.0,4.0,6.851184927493743,2,0.0,0,1
4,1,6.858565034791365,3,1.0,6.0,3.0,6.858565034791365,1,0.0,60,114
6,2,7.543802867501509,3,2.0,12.0,4.0,6.915723448631314,2,3.0,6,6
8,2,7.412160334945205,4,3.0,12.0,4.0,7.412160334945205,2,0.0,1,1
4,1,7.31986492980897,3,1.0,2.0,3.0,6.626717749249025,1,4.0,59,69
4,1,6.835184586147301,4,1.0,3.0,0.0,6.835184586147301,1,0.0,4,64
8,3,7.853993087224244,5,3.0,12.0,5.0,7.142036574706803,2,4.0,0,0
7,2,7.455298485683291,4,2.0,12.0,4.0,6.756932389247553,2,0.0,5,5
6,1,7.349873704738337,3,2.0,12.0,4.0,6.573680166960646,2,3.0,28,28
5,1,6.812345094177479,3,1.0,6.0,3.0,6.812345094177479,1,0.0,38,38
4,1,6.875232087276577,3,1.0,4.0,0.0,6.875232087276577,1,0.0,51,51
5,1,7.351158226430694,3,1.0,6.0,3.0,6.954638864880987,1,3.0,58,63
7,3,7.31455283232408,4,1.0,12.0,4.0,7.31455283232408,1,3.0,9,9
6,1,7.521859252201629,4,2.0,3.0,3.0,6.959398512133975,1,4.0,8,85
6,1,7.520776415062797,3,1.0,6.0,3.0,7.0630481633881725,2,4.0,57,58
6,2,7.442492722794441,3,2.0,12.0,3.0,7.442492722794441,2,3.0,11,31
7,2,7.7501841622578365,3,2.0,12.0,4.0,6.944087208229528,2,3.0,8,9
8,2,7.584773077612199,5,3.0,12.0,5.0,6.651571873589727,2,4.0,0,1
7,1,7.331060305218632,3,2.0,6.0,3.0,6.68586094706836,1,4.0,10,61
4,1,6.9782137426306985,3,2.0,3.0,3.0,6.9782137426306985,1,0.0,27,50
6,3,7.174724309836376,4,2.0,12.0,4.0,7.174724309836376,2,4.0,4,4
6,1,7.113956109566034,3,2.0,12.0,4.0,6.329720905522696,1,3.0,29,29
5,1,6.895682697747868,3,1.0,6.0,3.0,6.895682697747868,1,0.0,52,52
4,1,6.253828811575473,2,1.0,2.0,3.0,6.253828811575473,1,0.0,58,81
5,1,6.784457062637643,3,1.0,12.0,3.0,6.784457062637643,1,0.0,15,55
6,2,7.403670290012373,3,2.0,12.0,4.0,6.813444599510896,2,3.0,13,14
8,2,7.311886164077165,4,3.0,12.0,5.0,7.311886164077165,2,4.0,3,4
7,2,7.37650812632622,4,2.0,12.0,4.0,6.742880635791903,2,4.0,1,2
4,2,6.761572768804055,3,2.0,3.0,3.0,6.761572768804055,1,0.0,59,59
6,1,7.24850407237061,2,0.0,0.0,3.0,6.942156705699469,1,0.0,58,88
8,3,7.588829878307813,4,3.0,12.0,5.0,7.588829878307813,2,5.0,0,1
5,1,7.013915474810528,3,1.0,1.0,3.0,6.532334292222349,2,0.0,59,75
8,3,7.649692623711514,5,3.0,12.0,5.0,6.86484777797086,2,4.0,0,0
5,1,6.806829360392176,4,3.0,3.0,4.0,6.806829360392176,1,0.0,38,38
10,3,7.987864096085687,4,3.0,12.0,5.0,7.262628600974241,3,4.0,0,0
7,3,7.880804344674901,4,3.0,12.0,4.0,7.22402480828583,2,3.0,16,16
7,2,7.374001859350161,4,2.0,12.0,4.0,7.374001859350161,2,3.0,14,14
7,1,7.432483807917119,3,1.0,3.0,3.0,6.703188113240863,1,4.0,56,90
8,2,7.324489979348532,4,2.0,3.0,4.0,6.674561391814426,1,4.0,56,77
5,1,7.502186486602924,3,1.0,12.0,3.0,6.775366090936392,2,3.0,45,45
2,1,6.739336627357174,3,1.0,3.0,0.0,6.461468176353717,1,0.0,57,68
5,1,6.715383386334681,3,1.0,6.0,3.0,6.715383386334681,1,0.0,54,54
6,2,7.434847875211999,3,2.0,12.0,4.0,6.828712071641684,2,3.0,13,13
6,1,6.946975992135418,3,2.0,12.0,3.0,6.946975992135418,1,1.0,42,42
4,1,7.272398392570047,2,0.0,0.0,3.0,7.272398392570047,2,0.0,53,53
6,1,6.894670039433482,3,1.0,3.0,3.0,6.180016653652572,1,0.0,37,37
6,2,7.309212365692763,4,1.0,6.0,3.0,6.6240652277998935,1,4.0,59,67
7,2,7.044032897274685,4,2.0,12.0,5.0,7.044032897274685,2,4.0,4,4
4,1,6.866933284461882,3,1.0,6.0,3.0,6.866933284461882,0,0.0,5,41
6,1,6.894670039433482,3,1.0,3.0,3.0,6.180016653652572,1,0.0,36,36
7,2,7.133295954896068,3,2.0,12.0,4.0,7.133295954896068,2,3.0,11,12
5,1,7.402451520818244,3,2.0,12.0,0.0,7.402451520818244,1,4.0,56,56
5,1,6.946975992135418,3,1.0,12.0,3.0,6.946975992135418,1,0.0,47,47
5,1,6.80128303447162,4,1.0,12.0,3.0,6.80128303447162,1,0.0,5,42
6,1,7.1853870155804165,3,2.0,3.0,4.0,6.4457198193855785,2,0.0,12,13
9,2,7.518607216815252,4,3.0,12.0,5.0,7.518607216815252,0,4.0,19,25
6,1,6.858565034791365,3,1.0,6.0,3.0,6.858565034791365,1,0.0,39,39
7,2,7.201916317531627,4,2.0,12.0,4.0,6.548219102762372,2,3.0,6,6
8,2,7.429520842786462,4,3.0,12.0,4.0,7.429520842786462,2,4.0,1,1
8,2,7.15305163493748,4,2.0,12.0,4.0,7.15305163493748,2,0.0,0,0
5,1,7.00669522683704,3,1.0,12.0,3.0,7.00669522683704,1,0.0,50,52
6,1,7.238496840894365,3,2.0,12.0,3.0,7.238496840894365,1,4.0,51,51
4,1,6.841615476477592,3,1.0,6.0,4.0,6.841615476477592,1,0.0,39,39
6,2,7.2868764117507,3,1.0,3.0,3.0,6.530877627725885,1,4.0,16,81
6,2,7.511524648390866,3,2.0,12.0,3.0,7.511524648390866,2,0.0,43,43
9,2,7.495541943884256,5,2.0,12.0,5.0,7.495541943884256,2,0.0,2,2
7,2,7.317212408359839,4,2.0,12.0,4.0,7.317212408359839,2,4.0,1,2
7,3,7.56164174558878,4,2.0,12.0,4.0,6.966967138613983,2,3.0,18,18
6,1,7.017506142941256,3,2.0,6.0,3.0,7.017506142941256,1,0.0,48,48
5,2,7.01571242048723,4,2.0,3.0,4.0,7.01571242048723,2,0.0,5,6
9,3,7.52294091807237,4,3.0,12.0,5.0,7.52294091807237,2,4.0,1,2
7,3,7.661527081358517,4,2.0,12.0,5.0,6.96979066990159,2,3.0,11,12
8,2,7.524021415206125,4,3.0,12.0,4.0,6.911747300251674,2,3.0,8,9
4,1,6.81783057145415,3,1.0,2.0,3.0,6.81783057145415,1,0.0,46,46
7,2,7.27655640271871,3,2.0,6.0,4.0,6.591673732008658,2,3.0,11,12
6,2,7.8724551500639794,3,3.0,3.0,4.0,7.222566018822171,2,4.0,57,89
7,2,7.307202314764738,4,2.0,12.0,4.0,6.6039438246004725,2,4.0,1,1
6,1,7.834392302910435,4,1.0,3.0,3.0,7.416979621381154,2,4.0,57,91
5,1,6.946975992135418,3,1.0,3.0,3.0,6.946975992135418,1,0.0,0,48
2,1,6.492239835020471,2,0.0,0.0,0.0,6.492239835020471,1,0.0,59,62
5,1,7.018401799069201,3,1.0,6.0,3.0,7.018401799069201,1,0.0,45,45
5,2,6.773080375655535,3,1.0,12.0,3.0,6.773080375655535,1,0.0,3,38
6,1,7.133295954896068,3,1.0,12.0,3.0,7.133295954896068,1,2.0,48,48
7,2,7.566311014772463,4,2.0,12.0,4.0,6.899723107284872,2,4.0,4,4
8,2,7.463363045520021,4,2.0,12.0,4.0,7.463363045520021,0,2.0,31,31
5,1,6.815639990074331,3,1.0,3.0,3.0,6.815639990074331,1,0.0,46,46
5,1,7.445417556701687,3,2.0,12.0,3.0,7.445417556701687,2,0.0,1,47
8,3,7.643961949002529,4,3.0,12.0,4.0,6.854354502255021,2,4.0,1,1
5,1,6.761572768804055,3,0.0,0.0,2.0,6.761572768804055,1,0.0,59,87
6,2,7.450660796211539,4,2.0,12.0,4.0,6.841615476477592,2,0.0,13,13
5,1,7.1853870155804165,3,2.0,12.0,3.0,7.1853870155804165,1,2.0,40,40
8,3,7.88193748927207,4,3.0,12.0,5.0,7.323170717943469,2,3.0,6,7
7,2,7.438383530044307,4,1.0,8.0,4.0,6.779921907472252,2,0.0,25,26
4,1,7.049254841255837,3,0.0,0.0,0.0,7.049254841255837,2,0.0,53,53
6,1,7.025538314638521,3,1.0,3.0,3.0,7.025538314638521,1,2.0,33,33
6,2,7.329749689041512,3,2.0,12.0,3.0,6.70073110954781,2,3.0,8,9
7,1,7.198183577101943,4,2.0,12.0,4.0,7.198183577101943,2,2.0,11,11
6,1,7.31986492980897,3,1.0,3.0,3.0,6.626717749249025,1,0.0,56,86
5,2,7.01211529430638,4,2.0,12.0,4.0,7.01211529430638,1,3.0,31,31
5,1,6.761572768804055,4,2.0,6.0,3.0,6.761572768804055,1,0.0,5,57
6,2,7.402451520818244,4,2.0,12.0,4.0,6.682108597449809,2,0.0,4,4
5,1,7.158513997329321,3,1.0,3.0,3.0,6.977281341630747,1,0.0,7,60
6,1,7.246368080102461,3,1.0,3.0,3.0,6.625392368007956,1,0.0,44,94
7,2,7.646353722445999,3,2.0,12.0,4.0,7.119635638017636,2,3.0,17,22
5,1,6.650279048587422,3,1.0,6.0,3.0,6.650279048587422,1,0.0,55,55
5,1,7.042286171939743,3,1.0,12.0,3.0,7.042286171939743,1,3.0,47,47
8,3,7.824445930877619,4,3.0,12.0,4.0,7.131698510466912,2,3.0,13,13
8,3,7.562161631225652,4,2.0,12.0,4.0,6.990256500493881,2,3.0,8,8
5,1,7.60489448081162,5,1.0,6.0,3.0,7.013915474810528,3,0.0,4,58
5,1,7.352441100243583,3,2.0,3.0,3.0,7.352441100243583,2,0.0,49,49
5,1,6.802394763324311,4,2.0,3.0,3.0,6.802394763324311,1,0.0,10,59
5,1,7.042286171939743,3,1.0,12.0,3.0,7.042286171939743,1,4.0,47,47
1,2,7.377758908227872,3,1.0,4.0,0.0,7.377758908227872,1,0.0,55,55
6,1,7.412160334945205,3,2.0,12.0,3.0,7.412160334945205,1,4.0,50,50
5,2,7.002155954403621,4,1.0,6.0,4.0,7.002155954403621,1,0.0,2,13
7,1,6.74993119378857,3,2.0,3.0,3.0,6.74993119378857,1,0.0,6,78
7,1,7.477604243197589,3,2.0,3.0,4.0,6.779921907472252,1,3.0,36,92
5,1,6.963189985870238,4,1.0,3.0,3.0,6.963189985870238,1,0.0,3,57
6,1,7.198183577101943,4,2.0,12.0,4.0,7.198183577101943,2,0.0,9,10
5,2,7.409741954080923,3,3.0,3.0,3.0,7.409741954080923,2,0.0,36,36
6,3,7.216709486709457,4,2.0,12.0,4.0,7.216709486709457,2,4.0,1,2
7,2,7.493873886783559,4,2.0,12.0,4.0,6.844815479208263,2,0.0,1,1
6,2,7.536363938404511,4,2.0,12.0,3.0,7.011213987350367,3,3.0,6,31
7,2,7.409741954080923,4,2.0,12.0,4.0,6.79794041297493,2,0.0,3,16
5,1,6.840546529288687,3,1.0,3.0,3.0,6.658011045870748,1,0.0,48,78
5,1,7.030857476116121,3,1.0,3.0,3.0,6.516193076042964,1,0.0,59,68
4,1,7.473069088032197,3,2.0,2.0,2.0,6.888572459565364,1,3.0,56,96
6,1,7.401231264413015,4,1.0,3.0,3.0,6.874198495453294,2,0.0,49,49
9,3,7.495541943884256,5,3.0,12.0,5.0,7.495541943884256,2,4.0,0,1
7,2,7.261927092702751,3,2.0,12.0,4.0,7.261927092702751,2,0.0,8,8
8,2,7.616283561580385,4,2.0,12.0,4.0,7.028201432058005,2,4.0,6,6
6,2,7.104144092987527,3,1.0,12.0,4.0,6.439350371100098,1,3.0,29,29
3,1,6.733401891837359,2,1.0,3.0,3.0,6.733401891837359,1,0.0,56,86
7,2,7.534762657037537,3,2.0,12.0,4.0,7.534762657037537,2,3.0,18,18
6,2,7.479299637782834,4,2.0,12.0,4.0,6.77078942390898,2,0.0,11,11
5,2,6.773080375655535,3,1.0,3.0,3.0,6.773080375655535,1,0.0,6,39
8,2,7.179307969504034,4,2.0,6.0,5.0,7.179307969504034,2,0.0,6,6
